Num dataset, Bubble sort, Select sort, Insert sort, Heap sort, Shell sort, Radix sort, Quick sort, Merge sort
2116,0.026756,0.008925,0.004713,0.061863,0.001224,0.000442,0.000142,0.000999
2117,0.024359,0.008803,0.004449,0.061619,0.001247,0.000417,0.000142,0.000936
2118,0.025407,0.008171,0.005449,0.065216,0.001308,0.000433,0.000152,0.001134
2119,0.029082,0.009796,0.004909,0.065906,0.001267,0.000406,0.000154,0.000951
2120,0.018925,0.007844,0.003816,0.068518,0.001562,0.000431,0.000151,0.001045
2121,0.026114,0.00977,0.004805,0.064588,0.001358,0.000405,0.000143,0.000934
2122,0.023952,0.009475,0.005297,0.06431,0.001228,0.000443,0.000142,0.001174
2123,0.027709,0.008668,0.005391,0.064479,0.001205,0.000401,0.000145,0.000947
2124,0.016783,0.004852,0.005354,0.067225,0.001284,0.000406,0.000146,0.001016
2125,0.029238,0.009518,0.004682,0.063014,0.001269,0.000428,0.000143,0.000992
2126,0.027905,0.009861,0.004917,0.062816,0.00123,0.000426,0.00014,0.000965
2127,0.019518,0.009859,0.00268,0.064056,0.001348,0.000429,0.000155,0.00103
2128,0.027908,0.009731,0.005284,0.063857,0.001253,0.000456,0.000142,0.000942
2129,0.019033,0.00811,0.00485,0.067308,0.001457,0.000471,0.000162,0.00105
2130,0.027055,0.008711,0.004578,0.062847,0.00126,0.000408,0.000144,0.001002
2131,0.02216,0.009572,0.005307,0.06685,0.001225,0.000402,0.00014,0.000971
2132,0.026702,0.009769,0.004925,0.064041,0.001275,0.000415,0.000143,0.000955
2133,0.020751,0.008464,0.004568,0.065442,0.001373,0.00043,0.000158,0.000999
2134,0.027668,0.009815,0.004869,0.0636,0.001233,0.00041,0.000143,0.000938
2135,0.023574,0.009152,0.00487,0.064113,0.001308,0.000449,0.000143,0.000967
2136,0.021855,0.010132,0.005211,0.065235,0.001324,0.000413,0.000145,0.001073
2137,0.028104,0.003979,0.002447,0.065567,0.00135,0.000423,0.000152,0.001319
2138,0.02279,0.010298,0.00553,0.068108,0.001367,0.000436,0.000154,0.000984
2139,0.025663,0.009576,0.004593,0.063901,0.001256,0.000402,0.000143,0.000962
2140,0.029262,0.009033,0.004918,0.063426,0.001235,0.000436,0.000146,0.001106
2141,0.027897,0.009762,0.00473,0.064261,0.001254,0.000411,0.000143,0.000942
2142,0.028601,0.009714,0.00485,0.062886,0.001299,0.000417,0.000144,0.000973
2143,0.027312,0.009584,0.004667,0.062665,0.001292,0.00046,0.000142,0.000962
2144,0.028583,0.009014,0.004713,0.062012,0.001304,0.000408,0.000147,0.000932
2145,0.019091,0.007748,0.004541,0.068175,0.001316,0.000408,0.000142,0.000964
2146,0.019603,0.00811,0.004568,0.069864,0.001338,0.000421,0.00015,0.001069
2147,0.019711,0.009819,0.004312,0.068469,0.001476,0.000441,0.000166,0.001106
2148,0.019407,0.007647,0.004575,0.066476,0.001312,0.000465,0.000145,0.001002
2149,0.023007,0.00931,0.005336,0.066181,0.001304,0.000414,0.000144,0.000975
2150,0.028131,0.009973,0.005176,0.064828,0.00131,0.000431,0.000145,0.000972
2151,0.029895,0.009762,0.004709,0.063474,0.001319,0.000424,0.000143,0.000984
2152,0.029078,0.003976,0.001861,0.0451,0.001314,0.000431,0.000151,0.001024
2153,0.023608,0.009955,0.003603,0.065248,0.001266,0.000412,0.000149,0.000948
2154,0.027327,0.009988,0.004813,0.063605,0.001289,0.000413,0.000143,0.000947
2155,0.02965,0.01012,0.00492,0.064661,0.00129,0.000406,0.000147,0.001023
2156,0.026985,0.008047,0.004503,0.067319,0.001284,0.000414,0.000146,0.000978
2157,0.02123,0.009961,0.005027,0.066326,0.001433,0.000428,0.000145,0.000944
2158,0.02248,0.008983,0.004682,0.06486,0.001288,0.000416,0.000158,0.001482
2159,0.019855,0.004811,0.002499,0.062863,0.00223,0.000534,0.000195,0.001044
2160,0.021264,0.004457,0.002332,0.054089,0.001565,0.000464,0.000176,0.001054
2161,0.026661,0.009877,0.004802,0.064028,0.001289,0.000412,0.000145,0.001008
2162,0.023102,0.006916,0.00507,0.066528,0.001274,0.000413,0.000145,0.000978
2163,0.020161,0.009556,0.005307,0.066796,0.00128,0.000419,0.000144,0.001154
2164,0.022692,0.010066,0.004806,0.065579,0.001318,0.000411,0.000143,0.000995
2165,0.030158,0.00976,0.004842,0.063429,0.001339,0.000436,0.000145,0.000954
2166,0.020361,0.00759,0.003847,0.066124,0.001431,0.000446,0.000147,0.001021
2167,0.03058,0.009661,0.004718,0.064262,0.001308,0.000423,0.000145,0.000989
2168,0.025682,0.009948,0.005484,0.06597,0.001287,0.000412,0.000146,0.000977
2169,0.028332,0.009389,0.004617,0.064576,0.001322,0.000414,0.000143,0.001061
2170,0.022825,0.007962,0.004687,0.063491,0.001428,0.000492,0.000158,0.000974
2171,0.030119,0.01019,0.005126,0.064763,0.001339,0.000415,0.000144,0.000976
2172,0.020545,0.008538,0.005819,0.070995,0.001353,0.000416,0.000147,0.000971
2173,0.029525,0.010211,0.005224,0.065125,0.00133,0.00044,0.000147,0.000964
2174,0.02341,0.009193,0.0055,0.07015,0.00134,0.000446,0.000156,0.00098
2175,0.029363,0.010103,0.00473,0.063995,0.001291,0.000424,0.000148,0.001012
2176,0.021539,0.00994,0.005708,0.070204,0.001318,0.000419,0.000147,0.000983
2177,0.023382,0.009393,0.005073,0.065825,0.001409,0.000414,0.000148,0.001069
2178,0.022492,0.009477,0.004935,0.066136,0.001307,0.000418,0.000146,0.001053
2179,0.027149,0.00952,0.004796,0.06544,0.001325,0.000438,0.000146,0.000964
2180,0.024041,0.010011,0.005806,0.067707,0.001432,0.000433,0.000154,0.001083
2181,0.028799,0.008836,0.004624,0.063966,0.00134,0.000413,0.000148,0.000981
2182,0.025012,0.009993,0.005632,0.066625,0.001323,0.000419,0.000147,0.000958
2183,0.01996,0.008181,0.004675,0.070502,0.001341,0.000442,0.000148,0.001013
2184,0.028094,0.00926,0.004644,0.063974,0.00133,0.000417,0.000148,0.00098
2185,0.024802,0.009711,0.00471,0.065759,0.001399,0.000416,0.000147,0.000966
2186,0.02658,0.009636,0.004663,0.064145,0.001318,0.000442,0.000151,0.00099
2187,0.029511,0.009799,0.004705,0.064995,0.001356,0.000473,0.000147,0.001019
2188,0.021542,0.007704,0.004604,0.071023,0.00132,0.000419,0.000147,0.000984
2189,0.029835,0.009472,0.005064,0.064763,0.001421,0.000443,0.000156,0.001482
2190,0.020318,0.008163,0.005537,0.069769,0.001378,0.000422,0.000148,0.00099
2191,0.028961,0.009914,0.004856,0.064246,0.00138,0.000476,0.000147,0.000989
2192,0.027317,0.006268,0.003978,0.069763,0.001377,0.000414,0.00015,0.000973
2193,0.021287,0.008496,0.004717,0.06968,0.001309,0.000462,0.00015,0.000993
2194,0.023387,0.010176,0.005913,0.06896,0.001367,0.000415,0.00015,0.000975
2195,0.027009,0.010333,0.0049,0.064905,0.001354,0.000441,0.00015,0.001047
2196,0.023327,0.008394,0.005381,0.069868,0.001403,0.000418,0.000149,0.000994
2197,0.024106,0.009931,0.00486,0.065873,0.001369,0.00042,0.000147,0.000962
2198,0.023112,0.009474,0.005939,0.067675,0.001351,0.000435,0.000164,0.000973
2199,0.02024,0.005676,0.002067,0.056111,0.001452,0.000459,0.000159,0.001107
2200,0.020456,0.006514,0.002047,0.057262,0.001456,0.000431,0.000155,0.001011
2201,0.022567,0.005522,0.002858,0.065227,0.001504,0.00045,0.00016,0.001103
2202,0.021882,0.00509,0.002158,0.052863,0.001485,0.000476,0.000163,0.000972
2203,0.022771,0.004259,0.002566,0.06112,0.001427,0.000471,0.000175,0.000973
2204,0.020291,0.006066,0.002667,0.061232,0.001471,0.000537,0.000178,0.001167
2205,0.020025,0.008963,0.001956,0.055929,0.001737,0.000522,0.000183,0.001201
2206,0.02415,0.00388,0.002019,0.050814,0.001585,0.000488,0.000175,0.001085
2207,0.025143,0.004252,0.002593,0.062273,0.001439,0.000448,0.000161,0.001067
2208,0.024204,0.004245,0.00237,0.062726,0.001588,0.000451,0.000173,0.00104
2209,0.02219,0.003458,0.002117,0.051066,0.001569,0.000451,0.000167,0.00098
2210,0.027609,0.010639,0.00522,0.068258,0.001376,0.00042,0.000152,0.001003
2211,0.026425,0.009543,0.005554,0.069207,0.001313,0.000439,0.000152,0.001072
2212,0.025531,0.010581,0.005039,0.067571,0.00139,0.000435,0.000151,0.001031
2213,0.022678,0.009343,0.005895,0.069303,0.001358,0.000442,0.000155,0.000983
2214,0.023541,0.010475,0.0051,0.067826,0.001375,0.000426,0.000157,0.000988
2215,0.027711,0.009254,0.004888,0.065656,0.001396,0.000418,0.00015,0.001009
2216,0.025779,0.009133,0.004859,0.065351,0.001469,0.000447,0.000157,0.001046
2217,0.023601,0.009407,0.004823,0.065454,0.001355,0.000422,0.000152,0.001078
2218,0.030963,0.010023,0.00503,0.06687,0.001389,0.000465,0.000156,0.001006
2219,0.020642,0.008789,0.003151,0.071434,0.001439,0.00045,0.000162,0.00108
2220,0.031976,0.00974,0.005173,0.066376,0.001391,0.000465,0.000155,0.000998
2221,0.030866,0.009715,0.004872,0.065452,0.001397,0.000483,0.000154,0.000993
2222,0.030781,0.009828,0.00484,0.066763,0.001387,0.000475,0.000184,0.00101
2223,0.030372,0.010184,0.004921,0.065777,0.001373,0.000452,0.000155,0.001062
2224,0.030382,0.009877,0.00499,0.065221,0.00143,0.000463,0.000153,0.001003
2225,0.029143,0.010473,0.005038,0.066243,0.001382,0.000472,0.000155,0.00123
2226,0.026237,0.010474,0.00544,0.06772,0.001363,0.000466,0.000152,0.00099
2227,0.028158,0.010564,0.005025,0.066424,0.001365,0.000423,0.000152,0.000997
2228,0.031349,0.010052,0.004914,0.065499,0.001408,0.000445,0.000153,0.000995
2229,0.030447,0.009987,0.00491,0.066859,0.001394,0.00043,0.000153,0.001055
2230,0.026735,0.010689,0.005108,0.068291,0.001405,0.00046,0.000153,0.001046
2231,0.03117,0.009794,0.005249,0.066018,0.001394,0.000423,0.000156,0.000973
2232,0.031404,0.009386,0.004829,0.065508,0.001374,0.000487,0.000154,0.000987
2233,0.02535,0.010954,0.005521,0.069087,0.001399,0.000506,0.000151,0.001026
2234,0.030749,0.010286,0.004855,0.066156,0.001359,0.000493,0.000155,0.001063
2235,0.030872,0.01014,0.004969,0.066312,0.001418,0.000455,0.000149,0.001009
2236,0.031525,0.01012,0.004934,0.066021,0.00138,0.000473,0.000155,0.001013
2237,0.031541,0.009992,0.004983,0.066237,0.001413,0.000485,0.000155,0.000979
2238,0.022026,0.010871,0.00534,0.069341,0.001389,0.000484,0.000153,0.001037
2239,0.028693,0.011,0.005572,0.069401,0.001391,0.000425,0.000152,0.001008
2240,0.024016,0.008256,0.003165,0.065182,0.001462,0.000458,0.000165,0.001094
2241,0.029537,0.010716,0.005259,0.067127,0.001463,0.000455,0.000163,0.001622
2242,0.031353,0.009896,0.005134,0.066032,0.001429,0.000438,0.000154,0.001039
2243,0.031402,0.003393,0.002043,0.052802,0.00157,0.000495,0.000177,0.00122
2244,0.025823,0.009577,0.00481,0.06693,0.001386,0.000425,0.000152,0.001097
2245,0.03241,0.009971,0.005008,0.066608,0.001408,0.000431,0.000153,0.001019
2246,0.030405,0.010371,0.004957,0.066999,0.001404,0.000432,0.000154,0.001007
2247,0.026471,0.011095,0.005714,0.070692,0.001517,0.00043,0.000154,0.000997
2248,0.021234,0.010623,0.005743,0.0708,0.001381,0.000432,0.000155,0.001238
2249,0.023047,0.003677,0.002031,0.053214,0.001751,0.000526,0.000191,0.001203
2250,0.021577,0.004864,0.002109,0.053682,0.001528,0.000487,0.000164,0.000971
2251,0.021414,0.007147,0.003317,0.069808,0.001468,0.000465,0.000166,0.001019
2252,0.026015,0.01107,0.005406,0.069815,0.001428,0.000435,0.000153,0.001127
2253,0.022407,0.006131,0.003818,0.071344,0.001532,0.000466,0.000167,0.001158
2254,0.025406,0.010416,0.005217,0.069505,0.001427,0.000466,0.000155,0.00097
2255,0.023902,0.009992,0.005017,0.068159,0.001405,0.00047,0.000173,0.001026
2256,0.029478,0.00975,0.005151,0.065127,0.001436,0.00048,0.00018,0.001032
2257,0.023997,0.010039,0.005041,0.068906,0.001598,0.000429,0.000156,0.000977
2258,0.028495,0.010034,0.005029,0.067065,0.001453,0.000444,0.000162,0.001061
2259,0.027837,0.009746,0.005103,0.066364,0.001433,0.000429,0.000154,0.000991
2260,0.027868,0.00948,0.004975,0.067296,0.00142,0.000456,0.000157,0.001008
2261,0.030786,0.010691,0.00487,0.067398,0.001419,0.000438,0.000153,0.001023
2262,0.022119,0.010346,0.006221,0.072863,0.001446,0.000432,0.000154,0.001028
2263,0.021158,0.008882,0.004747,0.075989,0.001389,0.00043,0.000154,0.001015
2264,0.027342,0.009119,0.005097,0.066565,0.001468,0.000448,0.00016,0.001037
2265,0.031907,0.010176,0.005263,0.067386,0.001403,0.000468,0.000155,0.001016
2266,0.02252,0.010872,0.005716,0.070917,0.001455,0.000441,0.000152,0.001016
2267,0.029223,0.009347,0.005011,0.067304,0.001421,0.000448,0.000156,0.001059
2268,0.023985,0.010704,0.005229,0.068232,0.001451,0.000433,0.000158,0.001441
2269,0.028904,0.010767,0.00524,0.06936,0.001475,0.000431,0.000155,0.001094
2270,0.027221,0.011073,0.005844,0.069092,0.001444,0.000431,0.000153,0.001002
2271,0.032489,0.010248,0.005162,0.067501,0.00144,0.000433,0.000153,0.001124
2272,0.031973,0.009752,0.005127,0.066418,0.00143,0.000472,0.000156,0.001063
2273,0.026169,0.01041,0.005,0.069761,0.001424,0.00045,0.000154,0.001033
2274,0.022649,0.011214,0.006263,0.072503,0.001573,0.000496,0.000161,0.001581
2275,0.034695,0.010111,0.005055,0.0675,0.001404,0.000435,0.000159,0.001005
2276,0.024157,0.008443,0.003895,0.075386,0.001564,0.000483,0.000175,0.001209
2277,0.029333,0.008935,0.005699,0.070992,0.001455,0.000441,0.000159,0.001066
2278,0.019552,0.008513,0.004672,0.069459,0.001588,0.000472,0.000166,0.001105
2279,0.012008,0.003845,0.002409,0.064628,0.001769,0.00051,0.000179,0.001235
2280,0.031819,0.009707,0.004975,0.068197,0.001398,0.000456,0.000157,0.001142
2281,0.026078,0.009271,0.005048,0.067445,0.00139,0.000435,0.000206,0.001054
2282,0.030205,0.009536,0.005059,0.067195,0.001492,0.000435,0.000156,0.001051
2283,0.030652,0.009378,0.004421,0.070816,0.001397,0.000443,0.000155,0.00102
2284,0.0309,0.01029,0.005266,0.067797,0.001454,0.000463,0.000152,0.001041
2285,0.027621,0.010845,0.005936,0.070799,0.001457,0.000439,0.000157,0.001068
2286,0.031145,0.010182,0.005129,0.067674,0.001425,0.000499,0.000155,0.00122
2287,0.024343,0.011558,0.005901,0.07245,0.001469,0.00044,0.000152,0.001179
2288,0.023037,0.010481,0.005485,0.063928,0.001481,0.000455,0.000154,0.001044
2289,0.033027,0.009905,0.005402,0.067668,0.001493,0.00048,0.000158,0.001087
2290,0.020111,0.007459,0.004388,0.066395,0.001547,0.000479,0.00016,0.001016
2291,0.014172,0.005011,0.003039,0.074725,0.001573,0.000473,0.000168,0.001171
2292,0.021444,0.008258,0.004467,0.068402,0.001554,0.000476,0.000159,0.001088
2293,0.022043,0.008394,0.004432,0.068889,0.001508,0.000501,0.000161,0.001246
2294,0.032857,0.010252,0.005112,0.067583,0.00142,0.000452,0.000156,0.001035
2295,0.028763,0.009757,0.005179,0.068596,0.001441,0.000447,0.000153,0.001061
2296,0.024619,0.01134,0.005327,0.070899,0.001469,0.000437,0.000155,0.001036
2297,0.02199,0.008524,0.004406,0.069479,0.001528,0.000451,0.000158,0.00105
2298,0.021467,0.008202,0.004404,0.068521,0.001539,0.000453,0.000156,0.001111
2299,0.02188,0.008357,0.004402,0.069106,0.001498,0.000467,0.000162,0.001139
2300,0.02247,0.008455,0.004428,0.069411,0.001524,0.000469,0.000164,0.001037
2301,0.014381,0.00506,0.002967,0.074988,0.001556,0.000496,0.000166,0.001132
2302,0.021949,0.007747,0.004429,0.068166,0.001555,0.000453,0.000161,0.001066
2303,0.021242,0.007915,0.004458,0.067729,0.001557,0.000475,0.000169,0.001082
2304,0.022116,0.008549,0.004598,0.069908,0.001523,0.000455,0.00016,0.0011
2305,0.022684,0.008161,0.003918,0.070388,0.00155,0.000497,0.000161,0.001061
2306,0.021945,0.008326,0.004471,0.06927,0.001527,0.000457,0.000161,0.001106
2307,0.023282,0.008036,0.00444,0.069085,0.001546,0.000456,0.000161,0.001085
2308,0.021239,0.00758,0.00446,0.067483,0.00153,0.000494,0.000165,0.001024
2309,0.022095,0.008297,0.004441,0.069168,0.001507,0.000485,0.000163,0.001062
2310,0.022088,0.008287,0.004667,0.069258,0.001529,0.000483,0.000161,0.001075
2311,0.022478,0.00846,0.004673,0.069613,0.001552,0.000457,0.000162,0.001058
2312,0.022811,0.008515,0.004565,0.069505,0.001538,0.000509,0.000164,0.001127
2313,0.022311,0.008397,0.004509,0.069656,0.00158,0.000458,0.000163,0.001081
2314,0.022744,0.008529,0.004576,0.069976,0.00152,0.000457,0.000159,0.00106
2315,0.033027,0.010077,0.005359,0.069417,0.001514,0.000442,0.000157,0.00109
2316,0.033759,0.009985,0.005314,0.068223,0.001499,0.000503,0.000156,0.001075
2317,0.034109,0.010062,0.005268,0.069131,0.001493,0.000466,0.000158,0.001039
2318,0.032625,0.009719,0.005254,0.069271,0.001442,0.000447,0.000156,0.001033
2319,0.033664,0.010115,0.005365,0.068534,0.001493,0.000451,0.000154,0.001031
2320,0.030123,0.011532,0.005386,0.070178,0.001468,0.000461,0.000157,0.001223
2321,0.030746,0.009563,0.005008,0.067973,0.001497,0.000472,0.000157,0.001031
2322,0.030586,0.009833,0.005355,0.070926,0.001495,0.000449,0.000156,0.001073
2323,0.032462,0.010196,0.005236,0.069364,0.001475,0.00046,0.000156,0.001047
2324,0.03251,0.00959,0.005032,0.068695,0.001488,0.000473,0.000156,0.001124
2325,0.029558,0.011253,0.005268,0.071691,0.001473,0.000443,0.000157,0.001185
2326,0.032169,0.010461,0.005229,0.069418,0.001458,0.000445,0.000159,0.001085
2327,0.032274,0.009771,0.004979,0.068921,0.001418,0.000458,0.000158,0.001038
2328,0.034501,0.010035,0.005352,0.069389,0.001495,0.000492,0.000157,0.00105
2329,0.024441,0.006609,0.003641,0.072923,0.001491,0.000469,0.000155,0.001037
2330,0.025734,0.010919,0.005234,0.071523,0.001474,0.000445,0.000155,0.001189
2331,0.025955,0.010601,0.005428,0.071102,0.00149,0.000453,0.000156,0.0011
2332,0.02274,0.004245,0.00236,0.062534,0.0016,0.00048,0.000165,0.001098
2333,0.022713,0.003819,0.002411,0.058704,0.001718,0.000515,0.000185,0.001202
2334,0.027093,0.010072,0.005425,0.070167,0.001497,0.000468,0.000169,0.001095
2335,0.023474,0.003718,0.002916,0.063804,0.00173,0.00048,0.000199,0.001125
2336,0.024053,0.005892,0.0037,0.073901,0.001547,0.000447,0.000158,0.001003
2337,0.023684,0.005312,0.003255,0.07266,0.001539,0.000468,0.000157,0.001048
2338,0.026514,0.010382,0.005508,0.071115,0.001554,0.000443,0.00017,0.001067
2339,0.030942,0.009621,0.005053,0.068984,0.001547,0.000507,0.000155,0.001067
2340,0.030081,0.009397,0.00539,0.068587,0.001528,0.00046,0.000159,0.001031
2341,0.025659,0.008339,0.005647,0.073948,0.001493,0.000454,0.00016,0.001105
2342,0.023777,0.004475,0.002853,0.067049,0.001536,0.000461,0.00016,0.001025
2343,0.025142,0.007951,0.004855,0.075126,0.001553,0.000454,0.000157,0.001049
2344,0.023847,0.005827,0.003559,0.074461,0.001509,0.000472,0.00017,0.001199
2345,0.033358,0.010128,0.005391,0.069255,0.001539,0.000474,0.000158,0.001038
2346,0.033821,0.01051,0.005458,0.069746,0.001557,0.000448,0.000159,0.001029
2347,0.032969,0.010137,0.005294,0.068954,0.001505,0.000458,0.000155,0.001117
2348,0.030669,0.01075,0.005307,0.071448,0.001505,0.00048,0.000159,0.001076
2349,0.030994,0.010332,0.005421,0.069202,0.001523,0.000511,0.00016,0.001056
2350,0.030657,0.010119,0.005274,0.069624,0.001501,0.000484,0.000155,0.001062
2351,0.022506,0.008166,0.00535,0.070384,0.001529,0.000449,0.000159,0.001065
2352,0.03376,0.010272,0.005322,0.070075,0.001597,0.000472,0.000166,0.001056
2353,0.024018,0.009786,0.005515,0.072439,0.001558,0.000457,0.000173,0.001046
2354,0.027236,0.009944,0.005192,0.070688,0.00156,0.000471,0.000162,0.001078
2355,0.031595,0.009751,0.004937,0.069038,0.001575,0.00047,0.000163,0.001098
2356,0.030866,0.010354,0.005442,0.069622,0.001543,0.000452,0.000155,0.00107
2357,0.027769,0.010065,0.005384,0.069358,0.001571,0.000472,0.000157,0.00107
2358,0.030536,0.009889,0.005207,0.070818,0.001575,0.000455,0.00016,0.001133
2359,0.027624,0.010034,0.005562,0.07081,0.001544,0.000459,0.000161,0.00115
2360,0.027222,0.010353,0.005597,0.07177,0.001541,0.000455,0.000162,0.001085
2361,0.031325,0.010277,0.005377,0.06964,0.001497,0.000498,0.000161,0.001069
2362,0.027227,0.006023,0.003728,0.074929,0.001536,0.000457,0.000165,0.001085
2363,0.023839,0.009737,0.005456,0.074405,0.00151,0.000502,0.000161,0.001072
2364,0.024097,0.010478,0.005514,0.072211,0.001554,0.000465,0.000159,0.00105
2365,0.023389,0.007851,0.004867,0.075656,0.001638,0.000467,0.00017,0.001088
2366,0.029968,0.007686,0.004159,0.074201,0.001555,0.00046,0.000162,0.001065
2367,0.023853,0.008676,0.004784,0.074561,0.001577,0.00047,0.000169,0.001135
2368,0.028843,0.010377,0.005398,0.071513,0.001528,0.000485,0.000161,0.001096
2369,0.029859,0.01034,0.005655,0.071485,0.001618,0.000473,0.000162,0.001087
2370,0.029432,0.011004,0.005617,0.072658,0.001589,0.000464,0.00016,0.001083
2371,0.028106,0.007515,0.003293,0.071555,0.001572,0.000461,0.000158,0.001097
2372,0.027796,0.010301,0.005562,0.072103,0.001563,0.000458,0.000164,0.001288
2373,0.02716,0.010506,0.005953,0.072223,0.001524,0.000455,0.000158,0.001078
2374,0.032883,0.010447,0.005509,0.072687,0.001542,0.000462,0.00016,0.001159
2375,0.024107,0.00497,0.003023,0.074132,0.0016,0.000454,0.000157,0.001093
2376,0.027152,0.010179,0.005538,0.073083,0.001549,0.000455,0.000161,0.001043
2377,0.032829,0.010368,0.005429,0.070716,0.001612,0.000457,0.000165,0.001073
2378,0.030548,0.009892,0.004993,0.070033,0.001574,0.000454,0.000163,0.001085
2379,0.026602,0.010629,0.00564,0.072757,0.001615,0.000451,0.00016,0.001136
2380,0.029862,0.011242,0.005586,0.072299,0.001579,0.000498,0.000171,0.001071
2381,0.026299,0.008513,0.005431,0.07464,0.001616,0.000459,0.000164,0.001067
2382,0.03391,0.01039,0.005353,0.071384,0.001561,0.000465,0.000162,0.00108
2383,0.025688,0.008195,0.00499,0.074311,0.001582,0.000479,0.000162,0.001065
2384,0.029573,0.00788,0.004693,0.074894,0.001555,0.000459,0.000163,0.001112
2385,0.029922,0.010134,0.005243,0.070502,0.001613,0.000487,0.000165,0.001098
2386,0.034253,0.009701,0.005114,0.070326,0.001613,0.000478,0.000165,0.001068
2387,0.035671,0.006323,0.003671,0.073727,0.001571,0.000484,0.000163,0.001122
2388,0.026959,0.011936,0.005909,0.074278,0.001611,0.000458,0.000164,0.001124
2389,0.024553,0.008246,0.006062,0.077133,0.001541,0.000457,0.000191,0.001112
2390,0.031739,0.010027,0.005243,0.070081,0.001579,0.000487,0.000168,0.001165
2391,0.030577,0.009817,0.005567,0.073505,0.001535,0.000462,0.000166,0.00108
2392,0.027121,0.011064,0.005658,0.074075,0.001575,0.00046,0.000167,0.001121
2393,0.024768,0.006896,0.004518,0.077119,0.001704,0.000472,0.000166,0.001087
2394,0.033068,0.010294,0.005226,0.070938,0.001557,0.000518,0.000168,0.0011
2395,0.032694,0.010734,0.005455,0.071695,0.001545,0.000458,0.000164,0.001113
2396,0.028836,0.010114,0.004139,0.073121,0.001577,0.000458,0.000165,0.001133
2397,0.032005,0.010241,0.005259,0.071295,0.001605,0.000507,0.000165,0.00109
2398,0.028524,0.010577,0.005765,0.072978,0.001616,0.000494,0.000166,0.0011
2399,0.031718,0.01043,0.005295,0.071031,0.001521,0.000465,0.000167,0.001134
2400,0.028709,0.009348,0.005668,0.075738,0.001589,0.000472,0.000165,0.001078
2401,0.016511,0.01136,0.005747,0.080893,0.001659,0.00049,0.000165,0.001118
2402,0.033242,0.009838,0.0055,0.071831,0.001553,0.000458,0.000169,0.001069
2403,0.030989,0.009981,0.005609,0.072022,0.001554,0.000486,0.000164,0.001097
2404,0.034444,0.010402,0.005326,0.071297,0.001562,0.000522,0.000165,0.001165
2405,0.026336,0.011044,0.005605,0.072864,0.00158,0.000474,0.000166,0.001125
2406,0.025675,0.011554,0.005747,0.075122,0.001593,0.000459,0.000165,0.001129
2407,0.031557,0.009817,0.005049,0.07108,0.00163,0.000459,0.000172,0.001113
2408,0.027229,0.010782,0.005698,0.073738,0.001589,0.000526,0.000192,0.001118
2409,0.027245,0.01124,0.005739,0.074737,0.001587,0.00046,0.000164,0.001098
2410,0.028932,0.011418,0.006729,0.076473,0.001594,0.000494,0.000165,0.001079
2411,0.032876,0.010283,0.005336,0.071826,0.001593,0.000464,0.000169,0.001074
2412,0.02379,0.004454,0.002757,0.063238,0.001737,0.000497,0.000177,0.001125
2413,0.022292,0.004544,0.0029,0.068297,0.001667,0.000497,0.000174,0.001137
2414,0.028944,0.010308,0.005818,0.074828,0.00163,0.000466,0.000163,0.001105
2415,0.028259,0.01068,0.005662,0.074441,0.001643,0.000466,0.000173,0.001087
2416,0.028998,0.004719,0.003141,0.07606,0.00165,0.000497,0.000173,0.001264
2417,0.024205,0.00519,0.003122,0.072907,0.001634,0.000467,0.000165,0.001178
2418,0.024562,0.011717,0.005604,0.075587,0.001627,0.000514,0.000165,0.001066
2419,0.032458,0.01052,0.005368,0.071756,0.001622,0.00048,0.000166,0.00114
2420,0.033531,0.010246,0.005279,0.071623,0.001673,0.000501,0.000165,0.00111
2421,0.028694,0.011052,0.005809,0.073583,0.001722,0.000483,0.000174,0.001148
2422,0.031596,0.009333,0.004299,0.074273,0.001628,0.000475,0.000165,0.001145
2423,0.033269,0.010722,0.005476,0.072899,0.001601,0.000489,0.000167,0.001128
2424,0.03113,0.011096,0.005766,0.074649,0.001608,0.000491,0.000166,0.001089
2425,0.033089,0.010991,0.005636,0.074616,0.001592,0.000465,0.000166,0.001132
2426,0.031199,0.009614,0.00584,0.07757,0.001677,0.000491,0.000169,0.00118
2427,0.033857,0.010439,0.00527,0.073307,0.001595,0.000523,0.000165,0.001086
2428,0.026603,0.01088,0.005879,0.07479,0.001628,0.000497,0.000167,0.001148
2429,0.030445,0.010596,0.006021,0.073684,0.001611,0.000484,0.000163,0.001103
2430,0.028835,0.010715,0.005791,0.074567,0.001641,0.000467,0.000163,0.001106
2431,0.03205,0.010695,0.005589,0.072497,0.001718,0.000472,0.000164,0.001098
2432,0.02881,0.011898,0.006146,0.076215,0.001627,0.000464,0.000165,0.001075
2433,0.024239,0.00514,0.002985,0.060437,0.001781,0.000503,0.000177,0.001174
2434,0.028069,0.011956,0.005821,0.074668,0.001645,0.000474,0.000164,0.001125
2435,0.026579,0.010683,0.005856,0.077698,0.001667,0.000467,0.000175,0.001127
2436,0.03162,0.010331,0.005315,0.072686,0.001666,0.000467,0.000169,0.001104
2437,0.029898,0.010785,0.00596,0.07419,0.001764,0.000471,0.000165,0.001106
2438,0.028015,0.011088,0.005779,0.075116,0.001651,0.000467,0.000166,0.001066
2439,0.02971,0.010971,0.00584,0.075207,0.001635,0.000493,0.000164,0.00111
