Num dataset, Bubble sort, Select sort, Insert sort, Heap sort, Shell sort, Radix sort, Quick sort, Merge sort
1055,0.007603,0.004324,0.002539,0.033809,0.000693,0.000418,0.000139,0.001006
1056,0.008221,0.004307,0.002385,0.035046,0.000791,0.000511,0.000161,0.0011
1057,0.007782,0.004311,0.002486,0.032747,0.000747,0.000405,0.000142,0.000966
1058,0.007836,0.003159,0.001873,0.031307,0.000703,0.000384,0.000143,0.000997
1059,0.005623,0.004357,0.001994,0.036095,0.000792,0.000487,0.000168,0.00113
1060,0.008726,0.004347,0.002544,0.031255,0.000704,0.000381,0.000143,0.000959
1061,0.007188,0.00382,0.001901,0.033423,0.000787,0.000392,0.00014,0.001045
1062,0.008956,0.002652,0.001452,0.0337,0.000816,0.000489,0.000143,0.000974
1063,0.005965,0.004021,0.00195,0.021827,0.000403,0.000227,0.00008,0.000613
1064,0.008184,0.004368,0.002081,0.031729,0.000715,0.000423,0.000141,0.000964
1065,0.008562,0.004375,0.002634,0.031619,0.000714,0.000406,0.000141,0.000983
1066,0.005132,0.002064,0.001254,0.037623,0.000806,0.000522,0.000168,0.001119
1067,0.007973,0.003904,0.001873,0.031241,0.000667,0.000459,0.000142,0.000985
1068,0.008465,0.004484,0.002629,0.034412,0.000817,0.000476,0.000169,0.001142
1069,0.009302,0.003982,0.001895,0.031015,0.000815,0.000506,0.000169,0.001065
1070,0.008198,0.004325,0.001907,0.034572,0.000817,0.000492,0.000145,0.001022
1071,0.009271,0.004423,0.002599,0.033774,0.000701,0.000433,0.000146,0.000955
1072,0.009608,0.004467,0.002568,0.033204,0.000823,0.000515,0.000167,0.001099
1073,0.008512,0.004441,0.002619,0.034889,0.00075,0.000416,0.000144,0.000975
1074,0.009031,0.004457,0.001964,0.031588,0.000854,0.000427,0.000146,0.000977
1075,0.0094,0.004465,0.002339,0.034433,0.000815,0.000509,0.000169,0.000982
1076,0.00836,0.004477,0.002713,0.034331,0.000799,0.000415,0.000146,0.001001
1077,0.008298,0.004307,0.001977,0.031666,0.000713,0.000435,0.000147,0.000976
1078,0.00799,0.004485,0.001915,0.032204,0.000702,0.00046,0.000148,0.00098
1079,0.008367,0.003284,0.00203,0.034544,0.000856,0.000483,0.000172,0.001169
1080,0.008196,0.0045,0.002669,0.034006,0.00071,0.00042,0.000149,0.000985
1081,0.008345,0.004535,0.002557,0.033538,0.000826,0.000473,0.000174,0.001073
1082,0.008104,0.004513,0.001934,0.035371,0.000796,0.000397,0.000147,0.001017
1083,0.008844,0.004504,0.001996,0.03191,0.000759,0.000471,0.000148,0.000993
1084,0.008211,0.003311,0.001874,0.031317,0.000687,0.000447,0.00015,0.000976
1085,0.006626,0.004564,0.002295,0.035074,0.00073,0.000406,0.000147,0.00098
1086,0.008851,0.003324,0.002028,0.03092,0.000731,0.000446,0.000146,0.001003
1087,0.006687,0.004402,0.001892,0.032281,0.000697,0.000463,0.000148,0.001005
1088,0.008427,0.003532,0.001966,0.03335,0.000717,0.000457,0.000151,0.000995
1089,0.008521,0.004504,0.002026,0.035022,0.000751,0.000446,0.000152,0.001013
1090,0.008898,0.004591,0.002748,0.035085,0.00075,0.000425,0.000151,0.001027
1091,0.009351,0.004579,0.002661,0.034682,0.000717,0.000425,0.000151,0.001029
1092,0.008497,0.003371,0.001999,0.032681,0.000735,0.000433,0.000148,0.001032
1093,0.008535,0.004187,0.001945,0.034863,0.000729,0.000468,0.00015,0.001016
1094,0.004788,0.00446,0.001957,0.034798,0.000721,0.000402,0.000152,0.001031
1095,0.007823,0.004616,0.002613,0.036059,0.000718,0.000435,0.000151,0.000996
1096,0.008886,0.003969,0.001974,0.032003,0.000743,0.000435,0.000149,0.001001
1097,0.008392,0.003565,0.001999,0.033773,0.000757,0.000422,0.000146,0.001001
1098,0.008755,0.004682,0.002383,0.033906,0.000755,0.000467,0.000149,0.001005
1099,0.007343,0.004649,0.002675,0.035444,0.000839,0.000402,0.000149,0.001038
1100,0.009676,0.00466,0.002768,0.031851,0.000771,0.000455,0.000147,0.001016
1101,0.008793,0.004687,0.002705,0.03513,0.000723,0.000404,0.000147,0.001001
1102,0.008553,0.003431,0.001965,0.032805,0.000729,0.00043,0.000147,0.001021
1103,0.008698,0.003424,0.00207,0.03178,0.000825,0.000405,0.000148,0.001054
1104,0.008958,0.004042,0.002036,0.035124,0.000773,0.000403,0.00015,0.001038
1105,0.008616,0.004238,0.001986,0.032664,0.000769,0.000447,0.000148,0.001038
1106,0.009289,0.004747,0.002102,0.033078,0.000743,0.000432,0.000149,0.001032
1107,0.008211,0.004715,0.002786,0.034765,0.000752,0.000431,0.000149,0.001016
1108,0.006882,0.002455,0.001253,0.034228,0.000789,0.000413,0.000146,0.001018
1109,0.00908,0.004509,0.002071,0.033008,0.000761,0.000471,0.000148,0.001023
1110,0.008687,0.004745,0.002317,0.036568,0.000764,0.000436,0.000148,0.00103
1111,0.008914,0.004379,0.002038,0.034726,0.000777,0.000454,0.000148,0.001012
1112,0.008085,0.004772,0.002783,0.033752,0.000776,0.000452,0.000145,0.001061
1113,0.009191,0.004262,0.002022,0.035247,0.000766,0.000415,0.00015,0.001029
1114,0.008423,0.003491,0.002082,0.032048,0.000797,0.000449,0.000151,0.001025
1115,0.009053,0.004789,0.002815,0.031788,0.000749,0.000472,0.000151,0.001017
1116,0.009267,0.00317,0.001606,0.030765,0.000744,0.000455,0.000149,0.00107
1117,0.008853,0.00481,0.002264,0.03345,0.000801,0.000442,0.000153,0.001073
1118,0.009172,0.004422,0.002099,0.034979,0.00078,0.000413,0.000154,0.001073
1119,0.008956,0.004826,0.00231,0.034681,0.000781,0.000436,0.000157,0.001026
1120,0.008983,0.004821,0.002716,0.032557,0.000743,0.00042,0.000156,0.00105
1121,0.008891,0.003525,0.002099,0.032239,0.000782,0.000449,0.000154,0.001026
1122,0.008825,0.003537,0.002124,0.033945,0.000778,0.000444,0.000157,0.001022
1123,0.009298,0.003696,0.001807,0.033743,0.000772,0.000411,0.000153,0.001023
1124,0.009222,0.003562,0.002124,0.032811,0.000782,0.000452,0.000152,0.001058
1125,0.010084,0.004866,0.002333,0.033673,0.000762,0.000433,0.000151,0.001062
1126,0.006653,0.004915,0.002752,0.038071,0.000783,0.000437,0.000153,0.001043
1127,0.008941,0.003566,0.002109,0.033526,0.000808,0.000444,0.00015,0.001065
1128,0.007224,0.004904,0.002817,0.038049,0.000824,0.000414,0.00015,0.001082
1129,0.008442,0.004896,0.002214,0.034809,0.000766,0.000479,0.000153,0.001083
1130,0.006761,0.004939,0.002511,0.037675,0.000796,0.000478,0.000153,0.001047
1131,0.01022,0.00492,0.002206,0.037017,0.000787,0.000439,0.000153,0.001042
1132,0.00912,0.003874,0.002097,0.034591,0.000764,0.000459,0.000151,0.001032
1133,0.008069,0.004963,0.002259,0.034821,0.000807,0.000433,0.000162,0.001061
1134,0.009795,0.004066,0.002067,0.034255,0.000775,0.00047,0.000153,0.001044
1135,0.007086,0.004992,0.002876,0.037852,0.000773,0.000444,0.000152,0.001059
1136,0.009068,0.004856,0.00214,0.034139,0.000775,0.00045,0.000155,0.001094
1137,0.00846,0.004388,0.002112,0.034927,0.00077,0.000464,0.000151,0.001036
1138,0.005623,0.003416,0.002039,0.032693,0.000697,0.000468,0.000189,0.001271
1139,0.009581,0.005003,0.002962,0.033422,0.000804,0.000417,0.000155,0.001047
1140,0.005194,0.002358,0.001381,0.038197,0.000917,0.000537,0.000155,0.001083
1141,0.00927,0.003655,0.002212,0.033359,0.000827,0.000451,0.000155,0.001067
1142,0.008154,0.005017,0.002937,0.037002,0.000782,0.000479,0.000161,0.001051
1143,0.009417,0.004605,0.002187,0.033578,0.000788,0.000425,0.000154,0.001066
1144,0.009321,0.003678,0.002302,0.034925,0.00083,0.000449,0.000153,0.001042
1145,0.010714,0.003833,0.001901,0.034209,0.000806,0.000493,0.000155,0.001075
1146,0.008255,0.003683,0.002136,0.035199,0.000783,0.000439,0.000157,0.001066
1147,0.009187,0.0037,0.002145,0.033792,0.000789,0.000449,0.000154,0.001101
1148,0.00998,0.004019,0.002266,0.037756,0.000809,0.000421,0.000159,0.001063
1149,0.00988,0.00508,0.002844,0.035931,0.000844,0.000468,0.000157,0.001062
1150,0.00933,0.003709,0.002195,0.033652,0.00082,0.000488,0.00016,0.001092
1151,0.007055,0.005113,0.002404,0.03846,0.00078,0.000442,0.000154,0.001058
1152,0.010037,0.004439,0.002144,0.034447,0.000769,0.00044,0.000161,0.001055
1153,0.010048,0.003767,0.001875,0.033367,0.000787,0.000482,0.000159,0.001086
1154,0.00529,0.002412,0.001413,0.028968,0.000704,0.000384,0.000142,0.000966
1155,0.007894,0.005139,0.00312,0.037569,0.00082,0.00049,0.000159,0.001046
1156,0.008985,0.005137,0.003021,0.034547,0.000814,0.000471,0.00016,0.001096
1157,0.009658,0.005182,0.002764,0.036441,0.000786,0.000452,0.000159,0.001077
1158,0.007389,0.00515,0.003009,0.035201,0.000793,0.000444,0.00016,0.001051
1159,0.009181,0.004407,0.00223,0.037091,0.000835,0.00043,0.000161,0.001097
1160,0.008111,0.004722,0.002256,0.034723,0.000833,0.000483,0.000162,0.001067
1161,0.007586,0.004852,0.002258,0.035123,0.000814,0.000465,0.000161,0.0011
1162,0.01033,0.004211,0.002133,0.034131,0.000839,0.000439,0.000161,0.001063
1163,0.0056,0.00256,0.001465,0.027636,0.000632,0.00034,0.000121,0.000828
1164,0.005393,0.004581,0.001554,0.038114,0.00081,0.000474,0.000177,0.001113
1165,0.004478,0.002258,0.001319,0.022087,0.000612,0.000343,0.000124,0.000823
1166,0.006307,0.003258,0.001663,0.028057,0.00084,0.000369,0.000138,0.000962
1167,0.005442,0.00259,0.002242,0.031609,0.000726,0.000389,0.000138,0.000997
1168,0.009888,0.004808,0.002258,0.037395,0.000828,0.00044,0.000164,0.001065
1169,0.007114,0.002585,0.001436,0.035661,0.0008,0.00044,0.00016,0.001049
1170,0.007474,0.002478,0.001458,0.03583,0.000825,0.000454,0.000157,0.001102
1171,0.011163,0.003888,0.002254,0.034932,0.000824,0.000492,0.000169,0.000944
1172,0.009912,0.003948,0.002227,0.03458,0.000832,0.000442,0.000157,0.000937
1173,0.005558,0.002502,0.001489,0.026134,0.000432,0.000221,0.000087,0.000549
1174,0.007385,0.003777,0.001512,0.028299,0.000467,0.000255,0.000093,0.000723
1175,0.005573,0.002876,0.001483,0.038134,0.000829,0.000451,0.000157,0.001079
1176,0.007923,0.003084,0.001529,0.035304,0.000845,0.000437,0.000162,0.001093
1177,0.010423,0.004356,0.002336,0.036417,0.00084,0.000515,0.000162,0.000998
1178,0.005737,0.002558,0.001529,0.040019,0.001022,0.000486,0.00016,0.001109
1179,0.005605,0.002901,0.002343,0.037348,0.000835,0.000439,0.000163,0.001114
1180,0.01049,0.004751,0.002357,0.035037,0.000875,0.000436,0.000152,0.000965
1181,0.00841,0.005377,0.003221,0.037652,0.000858,0.000473,0.00016,0.001144
1182,0.008124,0.003925,0.00234,0.035719,0.000863,0.000475,0.000174,0.001149
1183,0.006201,0.00461,0.002341,0.02951,0.000963,0.00053,0.000138,0.000937
1184,0.008739,0.003204,0.001821,0.036528,0.000893,0.000462,0.000157,0.001098
1185,0.010271,0.005383,0.002629,0.037268,0.000841,0.000442,0.000164,0.001108
1186,0.009741,0.002558,0.001865,0.027419,0.000669,0.000332,0.00011,0.00077
1187,0.006725,0.003169,0.001801,0.038487,0.000842,0.000463,0.000168,0.001155
1188,0.005763,0.002571,0.001526,0.036043,0.000845,0.000443,0.000167,0.001086
1189,0.007794,0.002824,0.00155,0.018493,0.00043,0.00022,0.00008,0.00056
1190,0.007448,0.004008,0.002395,0.037623,0.000841,0.000444,0.000158,0.001092
1191,0.010754,0.005437,0.00253,0.036762,0.000876,0.000442,0.000165,0.001116
1192,0.0088,0.003648,0.001813,0.033121,0.00073,0.000432,0.000141,0.000955
1193,0.006911,0.002972,0.001714,0.028252,0.000744,0.000383,0.000138,0.00095
1194,0.005967,0.002593,0.001888,0.038078,0.000873,0.000451,0.000162,0.001127
1195,0.005754,0.003507,0.002371,0.037638,0.000843,0.000442,0.000165,0.001129
1196,0.010005,0.004049,0.001881,0.033933,0.000856,0.000447,0.000162,0.001135
1197,0.005735,0.002683,0.001535,0.023046,0.000407,0.000219,0.000079,0.000544
1198,0.009993,0.004019,0.002264,0.034361,0.000888,0.00044,0.000142,0.000951
1199,0.011361,0.004589,0.002143,0.036228,0.000884,0.000479,0.000169,0.001008
1200,0.005959,0.002692,0.001569,0.027205,0.000649,0.000309,0.000115,0.000719
1201,0.010668,0.004035,0.002409,0.036867,0.000852,0.000398,0.000143,0.000997
1202,0.010102,0.004303,0.002408,0.036429,0.000905,0.000447,0.000175,0.001169
1203,0.006652,0.002976,0.001763,0.028783,0.000745,0.000392,0.000143,0.00094
1204,0.006119,0.00295,0.001725,0.026686,0.000744,0.0004,0.000143,0.000937
1205,0.002885,0.001394,0.000781,0.015512,0.000479,0.000243,0.000089,0.000658
1206,0.006104,0.002983,0.001725,0.026857,0.000767,0.000385,0.00014,0.00094
1207,0.007163,0.002936,0.001741,0.028288,0.000753,0.000436,0.000148,0.000931
1208,0.007555,0.003015,0.001753,0.028919,0.000771,0.000385,0.00014,0.00096
1209,0.006305,0.002965,0.001744,0.028509,0.000768,0.000419,0.000141,0.000964
1210,0.007041,0.003027,0.001761,0.028281,0.000755,0.000387,0.000144,0.000955
1211,0.006602,0.002433,0.001712,0.02968,0.000804,0.0004,0.00014,0.000978
1212,0.003629,0.00182,0.001081,0.019807,0.000614,0.000311,0.000111,0.000702
1213,0.007236,0.003114,0.001811,0.029273,0.000796,0.000387,0.000149,0.000999
1214,0.004841,0.002138,0.001294,0.022616,0.000701,0.000346,0.000125,0.000876
1215,0.007172,0.003132,0.001742,0.029428,0.00077,0.000388,0.000145,0.000995
1216,0.007452,0.003282,0.001782,0.029856,0.000784,0.000405,0.000144,0.00099
1217,0.006441,0.003012,0.001768,0.028853,0.000769,0.000412,0.000142,0.000964
1218,0.006866,0.003267,0.001806,0.029746,0.000825,0.000413,0.000141,0.00099
1219,0.006001,0.003001,0.001762,0.028609,0.000784,0.000391,0.000145,0.00098
1220,0.006317,0.003034,0.001818,0.028629,0.000802,0.00039,0.000142,0.00103
1221,0.007086,0.003019,0.001844,0.029593,0.000825,0.00039,0.000144,0.000962
1222,0.007585,0.00323,0.001811,0.029799,0.000796,0.000413,0.000151,0.000962
1223,0.007404,0.00333,0.001777,0.030056,0.000777,0.000429,0.000142,0.000958
1224,0.007227,0.003031,0.001803,0.029492,0.000874,0.000396,0.000142,0.000996
1225,0.0059,0.002503,0.001557,0.026203,0.000727,0.000354,0.000128,0.000878
1226,0.006227,0.002553,0.00153,0.026187,0.000723,0.000347,0.000131,0.000879
1227,0.007371,0.003211,0.001779,0.029888,0.000778,0.000407,0.000146,0.000981
1228,0.005277,0.002508,0.001653,0.024782,0.000741,0.000373,0.000129,0.000841
1229,0.006383,0.0031,0.001804,0.027974,0.000802,0.000395,0.000145,0.000972
1230,0.003799,0.001937,0.001116,0.01988,0.00058,0.000287,0.000107,0.000718
1231,0.006215,0.002524,0.001525,0.026585,0.000788,0.00036,0.000128,0.000849
1232,0.004058,0.00187,0.001135,0.021216,0.00063,0.000314,0.000117,0.000738
1233,0.006156,0.002743,0.001479,0.027216,0.000799,0.00041,0.000133,0.000841
1234,0.00608,0.00255,0.001529,0.026774,0.000788,0.000377,0.000132,0.000855
1235,0.005098,0.00233,0.00133,0.023743,0.000716,0.000357,0.000132,0.000852
1236,0.007843,0.003081,0.001828,0.029581,0.000794,0.000398,0.000151,0.00103
1237,0.004399,0.002205,0.001314,0.022718,0.000647,0.000319,0.000118,0.000779
1238,0.007219,0.003094,0.001829,0.029825,0.000805,0.000409,0.000152,0.000961
1239,0.003326,0.001674,0.000965,0.017918,0.00054,0.000263,0.0001,0.000652
1240,0.004365,0.002183,0.001287,0.022847,0.000625,0.000314,0.000116,0.000762
1241,0.00625,0.002577,0.001521,0.02682,0.000743,0.000385,0.000133,0.00084
1242,0.006435,0.003116,0.001849,0.029273,0.000832,0.000411,0.000151,0.001028
1243,0.00342,0.001681,0.001027,0.018287,0.000573,0.000273,0.0001,0.000688
1244,0.005599,0.002589,0.00153,0.026286,0.000718,0.000356,0.000131,0.000851
1245,0.007483,0.003132,0.001911,0.030361,0.00083,0.000448,0.000147,0.001005
1246,0.006405,0.003146,0.001682,0.028346,0.000814,0.000413,0.000148,0.000963
1247,0.007409,0.003134,0.001955,0.030334,0.000842,0.000403,0.000152,0.001011
1248,0.006518,0.003153,0.001852,0.028532,0.000816,0.000409,0.000157,0.000964
1249,0.005161,0.002592,0.001608,0.025393,0.000785,0.000366,0.000132,0.000867
1250,0.007633,0.003203,0.001821,0.030839,0.000803,0.000424,0.000162,0.001004
1251,0.006546,0.003188,0.001804,0.029521,0.00081,0.000402,0.000151,0.000985
1252,0.007173,0.003153,0.001891,0.029745,0.000857,0.000445,0.00015,0.00098
1253,0.007482,0.003533,0.001893,0.030436,0.00084,0.00044,0.000149,0.001013
1254,0.007478,0.003166,0.001923,0.030603,0.000819,0.000429,0.000147,0.000988
1255,0.005624,0.002612,0.001514,0.026659,0.000721,0.00036,0.000133,0.000906
1256,0.007566,0.003182,0.001925,0.030669,0.000859,0.000441,0.000152,0.000982
1257,0.007833,0.003499,0.001891,0.031222,0.000809,0.00042,0.000148,0.001027
1258,0.005437,0.002367,0.001423,0.024731,0.000762,0.000384,0.000133,0.000835
1259,0.004569,0.002249,0.001423,0.02268,0.000647,0.000328,0.000118,0.000768
1260,0.006505,0.003175,0.001594,0.028116,0.000873,0.000405,0.000147,0.000874
1261,0.00536,0.002748,0.001602,0.026226,0.000752,0.000371,0.000135,0.000875
1262,0.007893,0.003213,0.001961,0.031035,0.000865,0.000405,0.000148,0.001062
1263,0.007963,0.003233,0.001943,0.031261,0.000856,0.000425,0.000148,0.001006
1264,0.007872,0.00322,0.002029,0.031092,0.000854,0.00041,0.00015,0.001019
1265,0.006778,0.003233,0.001904,0.029895,0.000846,0.000444,0.000161,0.000993
1266,0.007928,0.003315,0.001882,0.031403,0.000828,0.000428,0.00015,0.00102
1267,0.008132,0.003348,0.001951,0.031687,0.00086,0.000441,0.00015,0.001004
1268,0.007774,0.003246,0.001937,0.031396,0.000854,0.000425,0.000151,0.000992
1269,0.007829,0.003249,0.00191,0.031347,0.000851,0.000414,0.000147,0.00106
1270,0.006859,0.003254,0.001945,0.030556,0.000862,0.000416,0.000152,0.000983
1271,0.007352,0.003343,0.001947,0.031223,0.00088,0.000419,0.000149,0.001041
1272,0.007665,0.003252,0.001992,0.031211,0.000877,0.00041,0.000152,0.001021
1273,0.007517,0.00331,0.002004,0.031483,0.000885,0.000416,0.000148,0.001034
1274,0.006781,0.002525,0.001948,0.032581,0.000863,0.000444,0.000148,0.001024
1275,0.010868,0.002953,0.00172,0.030534,0.000882,0.000418,0.000149,0.001032
1276,0.010968,0.003566,0.002108,0.042454,0.000972,0.00042,0.000151,0.001013
1277,0.008968,0.004208,0.003185,0.032676,0.000697,0.000354,0.000119,0.000854
1278,0.013114,0.00431,0.002106,0.038646,0.000848,0.000418,0.000152,0.001042
1279,0.006639,0.002988,0.001869,0.04099,0.001004,0.000501,0.000173,0.001181
1280,0.011643,0.003208,0.00211,0.039784,0.000838,0.000461,0.000159,0.001072
1281,0.010761,0.003118,0.001752,0.04415,0.000855,0.000421,0.000155,0.001067
1282,0.012859,0.004649,0.002832,0.039079,0.000883,0.000478,0.000171,0.001025
1283,0.012395,0.005947,0.002741,0.039133,0.000855,0.000429,0.000153,0.001031
1284,0.0066,0.003146,0.002743,0.042313,0.001004,0.000502,0.000174,0.001079
1285,0.008229,0.005638,0.002276,0.043549,0.000895,0.000465,0.00017,0.001051
1286,0.012235,0.004348,0.002149,0.038805,0.000863,0.00043,0.000154,0.001075
1287,0.012722,0.005734,0.00265,0.038957,0.000867,0.000423,0.000155,0.001005
1288,0.012921,0.006469,0.003405,0.039788,0.000858,0.000466,0.000152,0.001018
1289,0.009389,0.002994,0.001801,0.046731,0.001038,0.000508,0.000178,0.001099
1290,0.011024,0.006248,0.002733,0.04212,0.000857,0.000459,0.000168,0.001051
1291,0.011682,0.004663,0.002569,0.040267,0.000824,0.000425,0.000153,0.00105
1292,0.012021,0.006091,0.00275,0.04046,0.000841,0.00044,0.000158,0.001058
1293,0.013326,0.005164,0.002208,0.039359,0.000892,0.000449,0.000158,0.001061
1294,0.009623,0.003562,0.001794,0.046525,0.000957,0.000515,0.000189,0.001054
1295,0.008166,0.0037,0.001859,0.031498,0.000768,0.000389,0.000136,0.000905
1296,0.007826,0.003055,0.001807,0.040603,0.000853,0.00044,0.000156,0.001047
1297,0.007511,0.003214,0.002194,0.042694,0.000926,0.000435,0.000157,0.00113
1298,0.009558,0.003921,0.00194,0.039894,0.000873,0.000459,0.000182,0.001075
1299,0.006861,0.003624,0.001866,0.042605,0.000932,0.000441,0.000167,0.001085
1300,0.007682,0.003762,0.002242,0.040677,0.000905,0.000432,0.000155,0.001048
1301,0.006811,0.003055,0.002332,0.028324,0.000522,0.000249,0.000091,0.000611
1302,0.007412,0.003432,0.001827,0.025512,0.000508,0.00025,0.00009,0.00067
1303,0.007204,0.003115,0.001871,0.022266,0.000531,0.000248,0.000088,0.000627
1304,0.008388,0.004787,0.002191,0.037759,0.000875,0.00044,0.000162,0.001046
1305,0.006864,0.0031,0.001815,0.043378,0.000892,0.000435,0.000154,0.001047
1306,0.013244,0.004837,0.002813,0.040355,0.000892,0.000471,0.000154,0.001114
1307,0.012303,0.005263,0.002182,0.040771,0.000853,0.000455,0.000157,0.001066
1308,0.006985,0.00418,0.002485,0.039907,0.000913,0.000458,0.000214,0.001094
1309,0.006908,0.003132,0.001793,0.044235,0.000896,0.00043,0.000169,0.001085
1310,0.007006,0.003268,0.002852,0.041667,0.000918,0.000435,0.000155,0.001077
1311,0.007325,0.003105,0.001766,0.043773,0.000861,0.00043,0.000155,0.001073
1312,0.013371,0.00472,0.00229,0.038576,0.000906,0.00043,0.000153,0.001034
1313,0.010835,0.006024,0.002847,0.042989,0.000876,0.000459,0.000155,0.00103
1314,0.007565,0.003172,0.001865,0.041398,0.000999,0.000452,0.000153,0.001037
1315,0.008816,0.004731,0.002288,0.039539,0.000898,0.000431,0.000157,0.001105
1316,0.009646,0.00349,0.001892,0.041715,0.000936,0.000446,0.000155,0.001062
1317,0.008384,0.003148,0.002085,0.04374,0.000928,0.000471,0.000164,0.001061
1318,0.012043,0.004912,0.002203,0.039264,0.000878,0.000432,0.000155,0.000981
1319,0.007076,0.003946,0.002314,0.043584,0.00091,0.000466,0.000159,0.001051
1320,0.00869,0.003725,0.002833,0.033471,0.001027,0.000496,0.000182,0.001254
